"drop","Open","High","Low","Close","Adj.Close","Volume","OilPrice","deaths","DPRIME","TOTALSA","GoogleTrend","new_cases","new_deaths"
"1",-1.26239399861971,-1.27900271035149,-1.24522807702937,-1.25692884712317,-1.25692884712317,-0.492221451203626,2.07467280663811,-0.270565189334768,1.75561984519057,1.1462680089485,-1.17621207410485,-1.121508784132,-1.06511879515547
"2",-1.23711805753783,-1.24300599350515,-1.22045825391995,-1.23674251061446,-1.23674251061446,0.458155335540017,2.23643631464772,-0.270565189334768,1.75561984519057,1.1462680089485,-1.00756681224181,-1.121508784132,-1.06511879515547
"3",-1.23716541839164,-1.24677565760802,-1.21544242988118,-1.22323741336661,-1.22323741336661,-0.422969242827334,2.32966946951041,-0.270565189334768,1.75561984519057,1.1462680089485,-1.45728751054325,-1.121508784132,-1.06511879515547
"4",-1.20410131032997,-1.21576907018424,-1.19368539732401,-1.19549898150006,-1.19549898150006,0.470094974061874,2.20934291921754,-0.270565189334768,1.75561984519057,1.1462680089485,-1.17621207410485,-1.121508784132,-1.06511879515547
"5",-1.1846704142334,-1.1742724459556,-1.16946921477431,-1.15895764308336,-1.15895764308336,1.99853005132608,2.09539128549648,-0.270565189334768,1.75561984519057,1.1462680089485,-1.00756681224181,-1.121508784132,-1.06511879515547
"6",-1.14770430419352,-1.17379348919262,-1.1619129286281,-1.17605671481402,-1.17605671481402,1.68691240075418,2.03722017177874,-0.270565189334768,1.75561984519057,1.1462680089485,-1.11999698681717,-1.121508784132,-1.06511879515547
"7",-1.1718902189537,-1.19520613327794,-1.16056124703507,-1.18110727486567,-1.18110727486567,-0.0972222516880602,2.05236059863678,-0.270565189334768,1.75561984519057,1.1462680089485,-1.28864224868021,-1.121508784132,-1.06511879515547
"8",-1.15339140594455,-1.13234325125134,-1.13075925766631,-1.1071538685949,-1.1071538685949,1.46531455374813,1.84278521633861,-0.270565189334768,1.75561984519057,1.1462680089485,-1.00756681224181,-1.121508784132,-1.06511879515547
"9",-1.07320338262729,-1.09869482378802,-1.0771808681759,-1.08647668649817,-1.08647668649817,1.75096694795927,1.86748801805437,-0.270565189334768,1.75561984519057,1.1462680089485,-0.895136637666446,-1.121508784132,-1.06511879515547
"10",-1.09610968547322,-1.11347973642771,-1.09038819159908,-1.11722333171075,-1.11722333171075,0.410938444590163,1.77505172776316,-0.270565189334768,1.75561984519057,1.1462680089485,-1.06378189952949,-1.121508784132,-1.06511879515547
"11",-1.15299644517525,-1.14960003932093,-1.13048244145775,-1.12515538216395,-1.12515538216395,0.914327895358687,1.88183158034093,-0.270565189334768,1.75561984519057,1.1462680089485,-1.11999698681717,-1.121508784132,-1.06511879515547
